seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	72532012	72532356	345	*	X1582	75115	72518250	72531858	13609	-	153	upstream	153	4930509E16Rik
chr9	75409596	75409913	318	*	X1583	50772	75386902	75410005	23104	-	0	inside	91	Mapk6
chr9	75409596	75409913	318	*	X1583	71274	75410184	75417709	7526	+	270	upstream	270	4933433G15Rik
chr9	78395890	78396205	316	*	X1584	100048658	78395777	78423587	27811	+	0	inside	112	Ddx43
chr9	86880150	86880882	733	*	X1585	20616	86765923	86880654	114732	-	0	overlapStart	0	Snap91
chr9	88482649	88483023	375	*	X1588	56403	88420629	88482574	61946	-	74	upstream	74	Syncrip
chr9	94537729	94538086	358	*	X1589	68861	94517864	94538081	20218	-	0	overlapStart	0	Dipk2a
chr9	95405995	95406478	484	*	X1590	54371	95399292	95406722	7431	-	0	inside	243	Chst2
chr9	95559514	95560032	519	*	X1591	75552	95559657	95568023	8367	+	0	overlapStart	0	Paqr9
chr9	98032841	98033314	474	*	X1592	64085	97444395	98033181	588787	-	0	overlapStart	0	Clstn2
chr9	98955789	98956813	1025	*	X1593	768252	98949781	98955299	5519	-	489	upstream	489	Foxl2os
chr9	101074098	101074728	631	*	X1594	77853	101074101	101104800	30700	+	0	overlapStart	0	Msl2
chr9	102354333	102354662	330	*	X1595	270190	101922128	102354693	432566	-	0	inside	30	Ephb1
chr9	103111657	103112051	395	*	X1596	270192	103111787	103185276	73490	+	0	overlapStart	0	Rab6b
chr9	106368487	106368981	495	*	X1597	235584	106368632	106375724	7093	+	0	overlapStart	0	Dusp7
chr9	107231460	107231864	405	*	X1600	208869	106892825	107231909	339085	-	0	inside	44	Dock3
chr9	110532628	110533020	393	*	X1603	235626	110532597	110618633	86037	+	0	inside	30	Setd2
chr9	111311586	111312503	918	*	X1604	320429	111311739	111395775	84037	+	0	overlapStart	0	Trank1
chr9	118606771	118607083	313	*	X1606	104099	118606690	118901003	294314	+	0	inside	80	Itga9
chr9	119402122	119402560	439	*	X1607	11481	119402118	119434995	32878	+	0	inside	3	Acvr2b
chr9	119578748	119579218	471	*	X1608	20271	119483408	119579016	95609	-	0	overlapStart	0	Scn5a
chr9	121759804	121760251	448	*	X1611	320301	121754662	121759943	5282	-	0	overlapStart	0	E530011L22Rik
chr9	122572397	122572715	319	*	X1613	319626	122572499	122679596	107098	+	0	overlapStart	0	9530059O14Rik
chr9	123259953	123260733	781	*	X1614	72309	123259053	123260764	1712	-	0	inside	30	Tmem158
chrX	6047711	6047926	216	*	X1615	58242	6047453	6055110	7658	+	0	inside	257	Nudt11
chrX	44367914	44368223	310	*	X1618	245403	44365458	44368342	2885	-	0	inside	118	Dcaf12l2
chrX	60547440	60547983	544	*	X1619	279618	60548019	60548849	831	+	35	upstream	35	Gm715
chrX	60892100	60893236	1137	*	X1620	102631518	60893653	60898067	4415	+	416	upstream	416	Gm38438
chrX	60892100	60893236	1137	*	X1620	20675	60891366	60893430	2065	-	0	inside	193	Sox3
chrX	99820163	99821562	1400	*	X1626	620592	99821021	99848790	27770	+	0	overlapStart	0	Tmem28
chrX	102251504	102251833	330	*	X1627	434825	102252522	102365498	112977	+	688	upstream	688	Gm14858
chrX	104200847	104201208	362	*	X1630	245555	104077434	104201185	123752	-	0	overlapStart	0	Nexmif
chrX	105764353	105764706	354	*	X1631	80903	105764279	105774939	10661	+	0	inside	73	Fgf16
chrX	136270510	136270763	254	*	X1634	12070	136270253	136271978	1726	+	0	inside	256	Bex3
chrX	142966354	142966778	425	*	X1636	56068	142851146	142966728	115583	-	0	overlapStart	0	Ammecr1
chrX	142966893	142967009	117	*	X1637	56068	142851146	142966728	115583	-	164	upstream	164	Ammecr1
chrX	153498048	153498110	63	*	X1639	54609	153498227	153501570	3344	+	116	upstream	116	Ubqln2
chrX	153498170	153498376	207	*	X1640	54609	153498227	153501570	3344	+	0	overlapStart	0	Ubqln2
chrX	159414364	159414932	569	*	X1641	78283	159414572	159498757	84186	+	0	overlapStart	0	Map7d2
chrX	159988130	159988734	605	*	X1642	270672	159988433	160123351	134919	+	0	overlapStart	0	Map3k15
chrX	161717170	161717483	314	*	X1643	24004	161717069	161779496	62428	+	0	inside	100	Rai2
